predicted_label,true_label,prob_attack,confidence,traffic_density,risk_score,risk_level,true_is_attack
SSH-Patator,Web Attack - XSS,1.0,0.9798,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9285,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9405,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9406,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9342,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9419,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9775,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9312,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9289,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9399,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9442,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9427,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9774,0.0,71.06,High,True
BENIGN,Web Attack - XSS,0.0,1.0,0.0003,42.5,Medium,True
SSH-Patator,Web Attack - XSS,1.0,0.9774,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9418,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9434,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9405,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9407,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9315,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9434,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9421,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9774,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9183,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9426,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9886,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9407,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9396,0.0,71.06,High,True
BENIGN,Web Attack - XSS,0.0,1.0,0.0003,42.5,Medium,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9441,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9413,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.941,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9428,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9379,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9395,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.916,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9434,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9379,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9401,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9393,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9774,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9433,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9334,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9196,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9438,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9431,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9344,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9781,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9436,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9389,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.941,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9427,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9338,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9231,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9318,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9414,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9425,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9407,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9363,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9396,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9399,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9447,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9224,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9406,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9437,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9425,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9355,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9433,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9371,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.94,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9361,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9438,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9413,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.936,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9406,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9162,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9374,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.943,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9424,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9364,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9381,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9369,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9318,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9187,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9265,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9431,0.0,71.06,High,True
